"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
46018872358,46;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"27/12/2025 20:56:12";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46018872500,6561;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"27/12/2025 20:56:24";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
41634068586,1111;2;1;1;26;;;;;;;;;"26/12/2013 01:38:46";"Pulsator position sensor failure";"HMI_Connection_1"
41634068597,6852;2;1;1;96;;;;;;;;;"26/12/2013 01:38:47";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
41634068846,875;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"26/12/2013 01:39:08";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41634283808,1366;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"26/12/2013 06:48:41";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41634283808,2523;2;0;1;26;;;;;;;;;"26/12/2013 06:48:41";"Pulsator position sensor failure";"HMI_Connection_1"
41634283808,2523;2;0;1;96;;;;;;;;;"26/12/2013 06:48:41";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46019281995,3734;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"28/12/2025 06:46:04";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46019282135,5736;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"28/12/2025 06:46:17";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
41634310174,0394;2;1;1;97;;;;;;;;;"26/12/2013 07:26:39";"No pressure in UDS system";"HMI_Connection_1"
41634310289,7801;2;0;1;97;;;;;;;;;"26/12/2013 07:26:49";"No pressure in UDS system";"HMI_Connection_1"
41634314780,544;2;1;1;97;;;;;;;;;"26/12/2013 07:33:17";"No pressure in UDS system";"HMI_Connection_1"
41634314965,7176;2;0;1;97;;;;;;;;;"26/12/2013 07:33:33";"No pressure in UDS system";"HMI_Connection_1"
46019822646,3919;9;1;34;33;;;;;;;"0405你000401878700000200即001439CB000004BB00050000012A00020000000000000000";"-1056931830";"28/12/2025 19:44:37";"Error: IO device failure - Watchdog time expired_ _ F4 _  ";"HMI_Connection_1"
46019822646,4662;9;1;34;30;;;;;;;"0405你000401878700000200即001439580000000000000000013D00020000000000000000";"-1056931829";"28/12/2025 19:44:37";"Error: User data failure of hardware component  _ _ F11 / PPO 7 - 8/8 Words, Danfoss Telegram 107_1.PPO 7 - 8/8 Words, Danfoss Telegram 107 _ ";"HMI_Connection_1"
46019822646,533;9;1;34;30;;;;;;;"0405你000401878700000200即001439580000000000000000015100020000000000000000";"-1056931828";"28/12/2025 19:44:37";"Error: User data failure of hardware component  _ _ F13 / PPO 7 - 8/8 Words, Danfoss Telegram 107_1.PPO 7 - 8/8 Words, Danfoss Telegram 107 _ ";"HMI_Connection_1"
46019822646,5674;9;0;34;30;;;;;;;"0405你000401868600000200即001439580000385800000000013D00020000000000000000";"-1056931829";"28/12/2025 19:44:37";"Error: User data failure of hardware component  _ _ F11 / PPO 7 - 8/8 Words, Danfoss Telegram 107_1.PPO 7 - 8/8 Words, Danfoss Telegram 107 _ ";"HMI_Connection_1"
46019822646,6912;9;1;34;33;;;;;;;"0405你000401878700000200即001439CB000004BB00050000013400020000000000000000";"-1056931827";"28/12/2025 19:44:37";"Error: IO device failure - Watchdog time expired_ _ F11 _  ";"HMI_Connection_1"
46019822646,821;9;0;34;30;;;;;;;"0405你000401868600000200即001439580000385800000000015100020000000000000000";"-1056931828";"28/12/2025 19:44:37";"Error: User data failure of hardware component  _ _ F13 / PPO 7 - 8/8 Words, Danfoss Telegram 107_1.PPO 7 - 8/8 Words, Danfoss Telegram 107 _ ";"HMI_Connection_1"
46019822646,9087;9;1;34;33;;;;;;;"0405你000401878700000200即001439CB000004BB00050000014800020000000000000000";"-1056931826";"28/12/2025 19:44:37";"Error: IO device failure - Watchdog time expired_ _ F13 _  ";"HMI_Connection_1"
46019826527,9861;2;1;1;23;;;;;;;;;"28/12/2025 19:50:12";"Feeder failure no communication";"HMI_Connection_1"
46019826527,9861;2;1;1;47;;;;;;;;;"28/12/2025 19:50:12";"Fan 1 failure no communication";"HMI_Connection_1"
46019826527,9861;2;1;1;53;;;;;;;;;"28/12/2025 19:50:12";"Fan 3 failure no communication";"HMI_Connection_1"
46019822717,3213;9;0;34;33;;;;;;;"0405你000401868600000200即001439CB000038CB00000000012A00020000000000000000";"-1056931830";"28/12/2025 19:44:43";"Error: IO device failure - Watchdog time expired_ _ F4 _  ";"HMI_Connection_1"
46019822723,6249;9;0;34;33;;;;;;;"0405你000401868600000200即001439CB000038CB00000000013400020000000000000000";"-1056931827";"28/12/2025 19:44:43";"Error: IO device failure - Watchdog time expired_ _ F11 _  ";"HMI_Connection_1"
46019822723,8065;9;0;34;33;;;;;;;"0405你000401868600000200即001439CB000038CB00000000014800020000000000000000";"-1056931826";"28/12/2025 19:44:43";"Error: IO device failure - Watchdog time expired_ _ F13 _  ";"HMI_Connection_1"
46019829421,5278;2;0;1;23;;;;;;;;;"28/12/2025 19:54:22";"Feeder failure no communication";"HMI_Connection_1"
46019829421,5278;2;0;1;47;;;;;;;;;"28/12/2025 19:54:22";"Fan 1 failure no communication";"HMI_Connection_1"
46019829421,5278;2;0;1;53;;;;;;;;;"28/12/2025 19:54:22";"Fan 3 failure no communication";"HMI_Connection_1"
46019874977,2801;2;1;1;26;;;;;;;;;"28/12/2025 20:59:58";"Pulsator position sensor failure";"HMI_Connection_1"
46019874988,8542;2;1;1;96;;;;;;;;;"28/12/2025 20:59:59";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46019875104,5833;2;0;1;26;;;;;;;;;"28/12/2025 21:00:09";"Pulsator position sensor failure";"HMI_Connection_1"
46019875104,5833;2;0;1;96;;;;;;;;;"28/12/2025 21:00:09";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020036216,3773;2;1;1;26;;;;;;;;;"29/12/2025 00:52:09";"Pulsator position sensor failure";"HMI_Connection_1"
46020036227,963;2;1;1;96;;;;;;;;;"29/12/2025 00:52:10";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020036297,3843;2;0;1;26;;;;;;;;;"29/12/2025 00:52:16";"Pulsator position sensor failure";"HMI_Connection_1"
46020036297,3843;2;0;1;96;;;;;;;;;"29/12/2025 00:52:16";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020036754,9306;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"29/12/2025 00:52:56";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46020290370,3472;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"29/12/2025 06:58:08";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46020286506,6141;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"29/12/2025 06:52:34";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46020286646,9035;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"29/12/2025 06:52:46";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46020651865,1273;2;1;1;63;;;;;;;;;"29/12/2025 15:38:41";"Low water pressure in the network - alarm";"HMI_Connection_1"
46020651946,1458;2;0;1;63;;;;;;;;;"29/12/2025 15:38:48";"Low water pressure in the network - alarm";"HMI_Connection_1"
46020677351,3657;2;1;1;26;;;;;;;;;"29/12/2025 16:15:23";"Pulsator position sensor failure";"HMI_Connection_1"
46020677362,9398;2;1;1;96;;;;;;;;;"29/12/2025 16:15:24";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020677478,6806;2;0;1;26;;;;;;;;;"29/12/2025 16:15:34";"Pulsator position sensor failure";"HMI_Connection_1"
46020677478,6806;2;0;1;96;;;;;;;;;"29/12/2025 16:15:34";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020757293,8657;2;1;1;26;;;;;;;;;"29/12/2025 18:10:30";"Pulsator position sensor failure";"HMI_Connection_1"
46020757293,8657;2;1;1;96;;;;;;;;;"29/12/2025 18:10:30";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020757351,7361;2;0;1;26;;;;;;;;;"29/12/2025 18:10:35";"Pulsator position sensor failure";"HMI_Connection_1"
46020757351,7361;2;0;1;96;;;;;;;;;"29/12/2025 18:10:35";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020829551,1343;2;1;1;97;;;;;;;;;"29/12/2025 19:54:33";"No pressure in UDS system";"HMI_Connection_1"
46020830523,3565;2;0;1;97;;;;;;;;;"29/12/2025 19:55:57";"No pressure in UDS system";"HMI_Connection_1"
46020830708,5417;2;1;1;26;;;;;;;;;"29/12/2025 19:56:13";"Pulsator position sensor failure";"HMI_Connection_1"
46020830720,1157;2;1;1;96;;;;;;;;;"29/12/2025 19:56:14";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020830789,5602;2;0;1;26;;;;;;;;;"29/12/2025 19:56:20";"Pulsator position sensor failure";"HMI_Connection_1"
46020830789,5602;2;0;1;96;;;;;;;;;"29/12/2025 19:56:20";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46020855246,0532;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"29/12/2025 20:31:33";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46021004342,882;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"30/12/2025 00:06:15";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46021000435,002;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"30/12/2025 00:00:38";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46021000543,6198;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"30/12/2025 00:00:47";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46021023628,2176;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"30/12/2025 00:34:01";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46021287216,5856;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"30/12/2025 06:53:36";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46021283334,9155;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"30/12/2025 06:48:00";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46021283486,1812;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"30/12/2025 06:48:13";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46021663815,6019;2;1;1;26;;;;;;;;;"30/12/2025 15:55:54";"Pulsator position sensor failure";"HMI_Connection_1"
46021663827,1759;2;1;1;96;;;;;;;;;"30/12/2025 15:55:55";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46021663896,6319;2;0;1;26;;;;;;;;;"30/12/2025 15:56:01";"Pulsator position sensor failure";"HMI_Connection_1"
46021663896,6319;2;0;1;96;;;;;;;;;"30/12/2025 15:56:01";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46021755909,5949;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"30/12/2025 18:08:31";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41631426282,5;1;1;3;110001;;;;;;;;;"23/12/2013 10:13:51";"Change to operating mode 'online'.";
41631426287,2569;1;1;3;380100;;;;;;;;;"23/12/2013 10:13:51";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
41631426394,8843;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"23/12/2013 10:14:01";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41631453717,0139;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"23/12/2013 10:53:21";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46022460055,2265;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"31/12/2025 11:02:29";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46022460195,2606;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"31/12/2025 11:02:41";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
41631458393,0208;2;1;1;39;;;;;;;;;"23/12/2013 11:00:05";"Emergency stop";"HMI_Connection_1"
41631458497,1991;2;0;1;39;;;;;;;;;"23/12/2013 11:00:14";"Emergency stop";"HMI_Connection_1"
41631458636,0764;2;1;1;37;;;;;;;;;"23/12/2013 11:00:26";"Man in tunnel upper door";"HMI_Connection_1"
41631458821,2616;2;0;1;37;;;;;;;;;"23/12/2013 11:00:42";"Man in tunnel upper door";"HMI_Connection_1"
41631465677,4884;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"23/12/2013 11:10:35";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41631465706,9329;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"23/12/2013 11:10:37";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41631466249,3056;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"23/12/2013 11:11:24";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46022386686,2963;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"31/12/2025 09:16:50";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46022883374,7278;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"31/12/2025 21:12:04";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46022883515,1538;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"31/12/2025 21:12:16";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46022446941,2269;2;1;1;26;;;;;;;;;"31/12/2025 10:43:36";"Pulsator position sensor failure";"HMI_Connection_1"
46022446952,8009;2;1;1;96;;;;;;;;;"31/12/2025 10:43:37";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46022447298,7037;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"31/12/2025 10:44:07";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46022820325,9259;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"31/12/2025 19:41:16";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46022820326,0301;2;0;1;26;;;;;;;;;"31/12/2025 19:41:16";"Pulsator position sensor failure";"HMI_Connection_1"
46022820326,0301;2;0;1;96;;;;;;;;;"31/12/2025 19:41:16";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46023317046,6133;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"01/01/2026 07:36:33";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46023317199,1098;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"01/01/2026 07:36:46";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46022823323,7037;2;1;1;97;;;;;;;;;"31/12/2025 19:45:35";"No pressure in UDS system";"HMI_Connection_1"
46022823960,2662;2;0;1;97;;;;;;;;;"31/12/2025 19:46:30";"No pressure in UDS system";"HMI_Connection_1"
46022859643,287;2;1;1;7;;;;;;;;;"31/12/2025 20:37:53";"Fan failure7";"HMI_Connection_1"
46022859678,0093;2;0;1;7;;;;;;;;;"31/12/2025 20:37:56";"Fan failure7";"HMI_Connection_1"
46023501156,1343;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"01/01/2026 12:01:40";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46025375750,463;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"03/01/2026 09:01:05";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46025872446,4112;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"03/01/2026 20:56:19";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46025872594,9072;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"03/01/2026 20:56:32";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46025526311,0069;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"03/01/2026 12:37:53";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46025806997,7894;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"03/01/2026 19:22:05";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46026303699,1845;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"04/01/2026 07:17:20";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46026303833,4618;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"04/01/2026 07:17:31";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46025996929,2824;2;1;1;63;;;;;;;;;"03/01/2026 23:55:35";"Low water pressure in the network - alarm";"HMI_Connection_1"
46025996975,5903;2;0;1;63;;;;;;;;;"03/01/2026 23:55:39";"Low water pressure in the network - alarm";"HMI_Connection_1"
46026096119,6181;2;1;1;63;;;;;;;;;"04/01/2026 02:18:25";"Low water pressure in the network - alarm";"HMI_Connection_1"
46026096165,9144;2;0;1;63;;;;;;;;;"04/01/2026 02:18:29";"Low water pressure in the network - alarm";"HMI_Connection_1"
46026502213,1134;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/01/2026 12:03:11";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46026502525,3588;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/01/2026 12:03:38";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46026999243,9339;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"04/01/2026 23:58:55";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46026999392,5299;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"04/01/2026 23:59:08";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46026631125,5208;2;1;1;26;;;;;;;;;"04/01/2026 15:08:49";"Pulsator position sensor failure";"HMI_Connection_1"
46026631125,5208;2;1;1;96;;;;;;;;;"04/01/2026 15:08:49";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46026631218,125;2;0;1;26;;;;;;;;;"04/01/2026 15:08:57";"Pulsator position sensor failure";"HMI_Connection_1"
46026631218,125;2;0;1;96;;;;;;;;;"04/01/2026 15:08:57";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46026631589,2824;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/01/2026 15:09:29";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46026805220,0231;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/01/2026 19:19:31";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46027301903,4522;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"05/01/2026 07:14:44";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46027302035,3225;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"05/01/2026 07:14:56";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46027280905,2662;2;1;1;96;;;;;;;;;"05/01/2026 06:44:30";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46027280916,8403;2;1;1;26;;;;;;;;;"05/01/2026 06:44:31";"Pulsator position sensor failure";"HMI_Connection_1"
46027281021,0069;2;0;1;26;;;;;;;;;"05/01/2026 06:44:40";"Pulsator position sensor failure";"HMI_Connection_1"
46027281021,0069;2;0;1;96;;;;;;;;;"05/01/2026 06:44:40";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46027418393,588;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"05/01/2026 10:02:29";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46027418657,8356;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"05/01/2026 10:02:52";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46027915293,4441;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"05/01/2026 21:58:01";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46027915444,9611;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"05/01/2026 21:58:14";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46027494767,3843;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"05/01/2026 11:52:28";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46027801121,8866;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"05/01/2026 19:13:37";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46028297812,9455;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"06/01/2026 07:08:51";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46028297963,0724;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"06/01/2026 07:09:04";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46027802105,787;2;1;1;5;;;;;;;;;"05/01/2026 19:15:02";"Fan failure5";"HMI_Connection_1"
46027802487,7199;2;0;1;5;;;;;;;;;"05/01/2026 19:15:35";"Fan failure5";"HMI_Connection_1"
46027803159,0162;2;1;1;5;;;;;;;;;"05/01/2026 19:16:33";"Fan failure5";"HMI_Connection_1"
46027803367,3495;2;0;1;5;;;;;;;;;"05/01/2026 19:16:51";"Fan failure5";"HMI_Connection_1"
46028155163,6458;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"06/01/2026 03:43:26";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46029346916,7824;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"07/01/2026 08:19:34";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46029843596,9451;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"07/01/2026 20:14:47";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46029843742,8543;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"07/01/2026 20:14:59";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46029474900,8449;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"07/01/2026 11:23:51";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46029811529,919;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"07/01/2026 19:28:36";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46030308238,7844;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"08/01/2026 07:23:52";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46030308374,3875;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"08/01/2026 07:24:04";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46029814655,0579;2;1;1;97;;;;;;;;;"07/01/2026 19:33:06";"No pressure in UDS system";"HMI_Connection_1"
46029815303,1829;2;0;1;97;;;;;;;;;"07/01/2026 19:34:02";"No pressure in UDS system";"HMI_Connection_1"
46030060014,9537;2;1;1;79;;;;;;;;;"08/01/2026 01:26:25";"Damaged water pressure sensor in the network";"HMI_Connection_1"
46030060223,287;2;0;1;79;;;;;;;;;"08/01/2026 01:26:43";"Damaged water pressure sensor in the network";"HMI_Connection_1"
46030080385,4167;2;1;1;79;;;;;;;;;"08/01/2026 01:55:45";"Damaged water pressure sensor in the network";"HMI_Connection_1"
46030080755,7986;2;0;1;79;;;;;;;;;"08/01/2026 01:56:17";"Damaged water pressure sensor in the network";"HMI_Connection_1"
46030469903,5069;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"08/01/2026 11:16:40";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
